enb_id,yyyymmddhh,prb_usage,active_user,active_user2
34017,2014081900,0.333875,1.374875,1.374875
34017,2014081901,0.778785714286,3.13278571429,3.13278571429
34017,2014081902,0.2654,0.9244,0.9244
34017,2014081903,0.686,3.01136363636,3.01136363636
34017,2014081904,0.0612307692308,0.530153846154,0.530153846154
34017,2014081905,0.0500769230769,0.523461538462,0.523461538462
34017,2014081906,0.0544,0.6062,0.6062
34017,2014081907,0.106384615385,0.615230769231,0.615230769231
34017,2014081908,0.122,0.856941176471,0.856941176471
34017,2014081909,0.167,0.958764705882,0.958764705882
34017,2014081910,0.157666666667,1.048,1.048
34017,2014081911,0.328823529412,1.59905882353,1.59905882353
34017,2014081912,0.362666666667,1.60583333333,1.60583333333
34017,2014081913,0.398,1.4875,1.4875
34017,2014081914,0.39,1.388,1.388
34017,2014081915,0.245058823529,1.33952941176,1.33952941176
34017,2014081916,0.4030625,1.560875,1.560875
34026,2014081900,1.297,5.007,5.007
34026,2014081901,1.92675,7.427,7.427
34026,2014081902,1.28175,4.129,4.129
34026,2014081903,0.5825,3.0185,3.0185
34026,2014081904,0.614,2.69,2.69
34026,2014081905,0.19125,1.10325,1.10325
34026,2014081906,0.633,2.0605,2.0605
34026,2014081907,0.6615,3.09775,3.09775
34026,2014081908,0.54725,2.20175,2.20175
34026,2014081909,1.2915,3.05225,3.05225
34026,2014081910,0.927,3.1945,3.1945
34026,2014081911,0.919,4.01025,4.01025
34026,2014081912,1.13025,3.86825,3.86825
34026,2014081913,1.07225,4.1275,4.1275
34026,2014081914,1.575,6.02975,6.02975
34026,2014081915,0.14175,1.218,1.218
34026,2014081916,0.65925,3.37275,3.37275
34027,2014081900,13.6864,36.1123,36.1123
34027,2014081901,4.2806,15.0136,15.0136
34027,2014081902,2.9825,9.5977,9.5977
34027,2014081903,4.1942,15.0506,15.0506
34027,2014081904,1.9727,6.5197,6.5197
34027,2014081905,0.9115,2.8463,2.8463
34027,2014081906,1.707,6.2412,6.2412
34027,2014081907,1.1106,3.6722,3.6722
34027,2014081908,1.4972,4.5388,4.5388
34027,2014081909,3.7891,9.9509,9.9509
34027,2014081910,4.63,12.5117,12.5117
34027,2014081911,3.0634,8.1188,8.1188
34027,2014081912,5.2856,15.5809,15.5809
34027,2014081913,7.0138,18.2944,18.2944
34027,2014081914,4.7849,13.1962,13.1962
34027,2014081915,4.0417,11.2974,11.2974
34027,2014081916,5.0524,12.5796,12.5796
34028,2014081900,1.029,2.4155,2.4155
34028,2014081901,1.248,4.0205,4.0205
34028,2014081902,0.666,2.3925,2.3925
34028,2014081903,1.721,5.209,5.209
34028,2014081904,0.725,2.1955,2.1955
34028,2014081905,0.2925,0.703,0.703
34028,2014081906,0.22,0.691,0.691
34028,2014081907,1.0715,3.115,3.115
34028,2014081908,1.885,5.9665,5.9665
34028,2014081909,1.078,3.075,3.075
34028,2014081910,0.933,1.491,1.491
34028,2014081911,0.7695,1.8255,1.8255
34028,2014081912,1.3175,3.5775,3.5775
34028,2014081913,1.9705,5.426,5.426
34028,2014081914,3.037,4.7505,4.7505
34028,2014081915,1.5905,4.073,4.073
34028,2014081916,1.487,3.5695,3.5695
34037,2014081900,5.25413043478,13.3305217391,13.3305217391
34037,2014081901,2.3455862069,7.89906896552,7.89906896552
34037,2014081902,1.23111111111,4.16144444444,4.16144444444
34037,2014081903,0.59292,2.08128,2.08128
34037,2014081904,0.496107142857,1.83814285714,1.83814285714
34037,2014081905,0.82925,2.834625,2.834625
34037,2014081906,1.84296551724,3.70882758621,3.70882758621
34037,2014081907,1.03832,2.91704,2.91704
34037,2014081908,0.8745,2.78639285714,2.78639285714
34037,2014081909,0.74625,2.858375,2.858375
34037,2014081910,3.21874074074,10.2934074074,10.2934074074
34037,2014081911,2.47608695652,8.08917391304,8.08917391304
34037,2014081912,3.344625,8.913625,8.913625
34037,2014081913,6.14554545455,26.0313636364,26.0313636364
34037,2014081914,2.73196,7.85044,7.85044
34037,2014081915,3.21407407407,7.99844444444,7.99844444444
34037,2014081916,4.03804,10.18768,10.18768
34038,2014081900,2.026,8.00771428571,8.00771428571
34038,2014081901,0.2925,1.15931818182,1.15931818182
34038,2014081902,0.361428571429,1.40628571429,1.40628571429
34038,2014081903,1.129,3.530125,3.530125
34038,2014081904,1.07191304348,4.08265217391,4.08265217391
34038,2014081905,0.52325,2.67675,2.67675
34038,2014081906,0.249875,1.083125,1.083125
34038,2014081907,0.59165,2.50255,2.50255
34038,2014081908,0.862523809524,3.77076190476,3.77076190476
34038,2014081909,0.624565217391,1.67643478261,1.67643478261
34038,2014081910,0.664909090909,2.89963636364,2.89963636364
34038,2014081911,0.299136363636,1.50522727273,1.50522727273
34038,2014081912,1.04747826087,4.04804347826,4.04804347826
34038,2014081913,0.601086956522,2.53782608696,2.53782608696
34038,2014081914,0.974347826087,3.02113043478,3.02113043478
34038,2014081915,1.56578947368,4.72563157895,4.72563157895
34038,2014081916,1.13571428571,4.51228571429,4.51228571429
34046,2014081900,7.24125,21.2895,21.2895
34046,2014081901,2.723,6.91025,6.91025
34046,2014081902,1.9395,6.2675,6.2675
34046,2014081903,2.91525,10.51925,10.51925
34046,2014081904,1.5135,4.5855,4.5855
34046,2014081905,0.74825,2.5865,2.5865
34046,2014081906,2.24275,8.17625,8.17625
34046,2014081907,0.74,2.19075,2.19075
34046,2014081908,3.04025,9.313,9.313
34046,2014081909,2.52325,7.20925,7.20925
34046,2014081910,2.81275,7.2445,7.2445
34046,2014081911,1.74725,4.1295,4.1295
34046,2014081912,5.57175,14.624,14.624
34046,2014081913,3.7525,10.339,10.339
34046,2014081914,6.1675,19.17025,19.17025
34046,2014081915,5.1015,10.81975,10.81975
34046,2014081916,5.22,14.5325,14.5325
34096,2014081900,2.8775,11.2335,11.2335
34096,2014081901,1.422,6.4505,6.4505
34096,2014081902,4.7795,17.548,17.548
34096,2014081903,2.441,9.6,9.6
34096,2014081904,0.599,2.378,2.378
34096,2014081905,0.212,1.259,1.259
34096,2014081906,0.775,2.101,2.101
34096,2014081907,1.623,5.7105,5.7105
34096,2014081908,1.425,5.6,5.6
34096,2014081909,1.1225,3.6515,3.6515
34096,2014081910,2.972,11.7735,11.7735
34096,2014081911,1.1035,3.6655,3.6655
34096,2014081912,1.751,8.3925,8.3925
34096,2014081913,6.09,26.831,26.831
34096,2014081914,1.2045,4.9805,4.9805
34096,2014081915,8.21,35.0115,35.0115
34096,2014081916,14.782,50.524,50.524
34097,2014081900,3.415625,10.034625,10.034625
34097,2014081901,2.086,7.961625,7.961625
34097,2014081902,0.85525,3.397375,3.397375
34097,2014081903,0.727625,2.7165,2.7165
34097,2014081904,0.4215,1.897,1.897
34097,2014081905,0.406125,1.956375,1.956375
34097,2014081906,0.988125,3.18525,3.18525
34097,2014081907,0.922125,3.784625,3.784625
34097,2014081908,1.677875,6.282375,6.282375
34097,2014081909,1.300375,3.6085,3.6085
34097,2014081910,1.607875,5.27325,5.27325
34097,2014081911,3.481375,10.920125,10.920125
34097,2014081912,2.33025,7.94225,7.94225
34097,2014081913,1.375875,4.201875,4.201875
34097,2014081914,2.345,8.193125,8.193125
34097,2014081915,2.93725,13.082625,13.082625
34097,2014081916,3.84225,12.710625,12.710625
34277,2014081900,1.34620689655,5.03848275862,5.03848275862
34277,2014081901,0.137375,0.88375,0.88375
34277,2014081902,0.342272727273,1.56404545455,1.56404545455
34277,2014081903,3.5358,17.3732,17.3732
34277,2014081904,0.0705454545455,0.728636363636,0.728636363636
34277,2014081905,0.04332,0.69812,0.69812
34277,2014081906,0.08864,0.77244,0.77244
34277,2014081907,0.382208333333,1.7755,1.7755
34277,2014081908,0.331,1.497,1.497
34277,2014081909,0.1907,1.23,1.23
34277,2014081910,0.63644,2.8572,2.8572
34277,2014081911,1.26384,5.41288,5.41288
34277,2014081912,0.845103448276,3.98362068966,3.98362068966
34277,2014081913,0.55188,2.45868,2.45868
34277,2014081914,0.990045454545,3.95172727273,3.95172727273
34277,2014081915,0.194653846154,1.42246153846,1.42246153846
34277,2014081916,0.46175,2.06429166667,2.06429166667
34278,2014081900,8.22575,22.283875,22.283875
34278,2014081901,1.875875,7.360125,7.360125
34278,2014081902,2.224125,8.19275,8.19275
34278,2014081903,1.609375,6.474375,6.474375
34278,2014081904,1.3795,6.08075,6.08075
34278,2014081905,1.96525,8.357,8.357
34278,2014081906,6.396625,21.592375,21.592375
34278,2014081907,1.005625,3.196,3.196
34278,2014081908,0.847875,2.66175,2.66175
34278,2014081909,1.88125,5.649875,5.649875
34278,2014081910,3.615875,11.902875,11.902875
34278,2014081911,3.465625,10.47475,10.47475
34278,2014081912,3.938625,10.46075,10.46075
34278,2014081913,4.03975,14.17075,14.17075
34278,2014081914,3.343,10.041125,10.041125
34278,2014081915,2.829625,8.17925,8.17925
34278,2014081916,2.64775,6.44225,6.44225
34287,2014081900,5.84772727273,14.6572727273,14.6572727273
34287,2014081901,1.89990909091,5.85136363636,5.85136363636
34287,2014081902,2.11288235294,6.36120588235,6.36120588235
34287,2014081903,0.827,2.95308333333,2.95308333333
34287,2014081904,1.12091666667,3.81783333333,3.81783333333
34287,2014081905,3.29618181818,12.1515454545,12.1515454545
34287,2014081906,1.73117647059,5.98808823529,5.98808823529
34287,2014081907,2.28963636364,6.37645454545,6.37645454545
34287,2014081908,1.84266666667,5.87858333333,5.87858333333
34287,2014081909,3.59536363636,8.33281818182,8.33281818182
34287,2014081910,3.87605882353,9.18673529412,9.18673529412
34287,2014081911,5.53522580645,13.8926451613,13.8926451613
34287,2014081912,2.89514285714,6.94922857143,6.94922857143
34287,2014081913,3.84674193548,10.3963225806,10.3963225806
34287,2014081914,4.39068571429,11.3563428571,11.3563428571
34287,2014081915,2.47641666667,6.96758333333,6.96758333333
34287,2014081916,5.88188571429,15.5766571429,15.5766571429
34298,2014081900,11.5763333333,29.3548333333,29.3548333333
34298,2014081901,6.86533333333,26.0388333333,26.0388333333
34298,2014081902,12.9075,30.9216666667,30.9216666667
34298,2014081903,2.29583333333,8.45916666667,8.45916666667
34298,2014081904,1.4655,3.5855,3.5855
34298,2014081905,3.18266666667,13.9501666667,13.9501666667
34298,2014081906,1.7985,7.23766666667,7.23766666667
34298,2014081907,1.72583333333,6.8545,6.8545
34298,2014081908,2.159,7.72533333333,7.72533333333
34298,2014081909,2.35166666667,6.65383333333,6.65383333333
34298,2014081910,3.76283333333,13.4291666667,13.4291666667
34298,2014081911,5.18433333333,18.8038333333,18.8038333333
34298,2014081912,3.4535,9.94683333333,9.94683333333
34298,2014081913,5.989,18.362,18.362
34298,2014081914,3.462,10.3301666667,10.3301666667
34298,2014081915,3.39466666667,9.23166666667,9.23166666667
34298,2014081916,2.2995,6.49316666667,6.49316666667
34317,2014081900,6.86025,21.435,21.435
34317,2014081901,1.45625,4.644125,4.644125
34317,2014081902,0.74025,2.2495,2.2495
34317,2014081903,0.8085,3.190125,3.190125
34317,2014081904,0.671375,2.881125,2.881125
34317,2014081905,1.437,5.67175,5.67175
34317,2014081906,0.90975,3.145875,3.145875
34317,2014081907,0.557125,1.81475,1.81475
34317,2014081908,2.627625,10.7545,10.7545
34317,2014081909,1.967625,6.073125,6.073125
34317,2014081910,1.91826086957,6.19365217391,6.19365217391
34317,2014081911,3.448625,8.610625,8.610625
34317,2014081912,3.1695,10.053375,10.053375
34317,2014081913,2.794625,7.09025,7.09025
34317,2014081914,2.6567826087,7.08891304348,7.08891304348
34317,2014081915,6.92734782609,15.7007391304,15.7007391304
34317,2014081916,4.077375,10.817375,10.817375
34318,2014081900,3.39066666667,9.73666666667,9.73666666667
34318,2014081901,2.30325,7.95683333333,7.95683333333
34318,2014081902,2.25533333333,6.8045,6.8045
34318,2014081903,1.39833333333,4.98341666667,4.98341666667
34318,2014081904,0.926833333333,3.26416666667,3.26416666667
34318,2014081905,1.27508333333,4.22925,4.22925
34318,2014081906,1.55728571429,4.87397142857,4.87397142857
